WARNING (------): DXF version not recognised or not release 12-15.
LINEARISING DONE. c3=(-418338,-1181349) cs=250.5ø (end=250.5)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(1105119,2143973), r=1134106, sa=250.5ø, ea=251.8ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-378572,-1069055) max=5670
   c1=(-378572,-1069055), c2=(-366396,-1073212), c3=(-354221,-1077369), cs=250.5ø, cm=251.1ø, ce=251.8ø, pt=(-367357,-1072961), d=993
LINEARISING DONE. c3=(-354221,-1077369) cs=251.8ø (end=251.8)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(254479,-440609), r=1586860, sa=69.8ø, ea= 71.8ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(547940,1489257) max=7934
   c1=(547940,1489257), c2=(521786,1498365), c3=(495632,1507473), cs=69.8ø, cm=70.8ø, ce=71.8ø, pt=(521865,1498593), d=241
LINEARISING DONE. c3=(495632,1507473) cs=71.8ø (end=71.8)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(723674,836543), r=226249, sa=61.6ø, ea= 69.8ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(107610,199020) max=1131
   c1=(107610,199020), c2=(92866,205676), c3=(78123,212333), cs=61.6ø, cm=65.7ø, ce=69.8ø, pt=(93105,206204), d=579
LINEARISING DONE. c3=(78123,212333) cs=69.8ø (end=69.8)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(788139,955762), r=90718, sa=47.4ø, ea= 61.6ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(61405,66777) max=453
   c1=(61405,66777), c2=(52276,73288), c3=(43148,79800), cs=47.4ø, cm=54.5ø, ce=61.6ø, pt=(52680,73855), d=696
   c1=(61405,66777), c2=(57042,70316), c3=(52680,73855), cs=47.4ø, cm=50.9ø, ce=54.5ø, pt=(57214,70401), d=191
LINEARISING DONE. c3=(52680,73855) cs=54.5ø (end=61.6)
LINEARISING: c1=(52680,73855) max=453
   c1=(52680,73855), c2=(47914,76827), c3=(43148,79800), cs=54.5ø, cm=58.0ø, ce=61.6ø, pt=(48073,76933), d=191
LINEARISING DONE. c3=(43148,79800) cs=61.6ø (end=61.6)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(814359,984265), r=51989, sa=25.8ø, ea= 47.4ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(46807,22627) max=259
   c1=(46807,22627), c2=(40998,30448), c3=(35190,38269), cs=25.8ø, cm=36.6ø, ce=47.4ø, pt=(41738,30997), d=921
   c1=(46807,22627), c2=(44272,26812), c3=(41738,30997), cs=25.8ø, cm=31.2ø, ce=36.6ø, pt=(44470,26932), d=231
LINEARISING DONE. c3=(41738,30997) cs=36.6ø (end=47.4)
LINEARISING: c1=(41738,30997) max=259
   c1=(41738,30997), c2=(38464,34633), c3=(35190,38269), cs=36.6ø, cm=42.0ø, ce=47.4ø, pt=(38635,34787), d=230
LINEARISING DONE. c3=(35190,38269) cs=47.4ø (end=47.4)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(808600,981477), r=58388, sa=8.8ø, ea= 25.8ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(57701,8933) max=291
   c1=(57701,8933), c2=(55134,17172), c3=(52568,25412), cs=8.8ø, cm=17.3ø, ce=25.8ø, pt=(55747,17363), d=642
   c1=(57701,8933), c2=(56724,13148), c3=(55747,17363), cs=8.8ø, cm=13.0ø, ce=17.3ø, pt=(56892,13134), d=168
LINEARISING DONE. c3=(55747,17363) cs=17.3ø (end=25.8)
LINEARISING: c1=(55747,17363) max=291
   c1=(55747,17363), c2=(54157,21387), c3=(52568,25412), cs=17.3ø, cm=21.5ø, ce=25.8ø, pt=(54325,21399), d=168
LINEARISING DONE. c3=(52568,25412) cs=25.8ø (end=25.8)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(811202,981881), r=55754, sa=351.2ø, ea=  8.8ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(55098,-8530) max=278
   c1=(55098,-8530), c2=(55098,0), c3=(55098,8530), cs=351.2ø, cm=360.0ø, ce=368.8ø, pt=(55754,0), d=656
   c1=(55098,-8530), c2=(55426,-4265), c3=(55754,0), cs=351.2ø, cm=355.6ø, ce=360.0ø, pt=(55590,-4277), d=164
LINEARISING DONE. c3=(55754,0) cs=360.0ø (end=368.8)
LINEARISING: c1=(55754,0) max=278
   c1=(55754,0), c2=(55426,4265), c3=(55098,8530), cs=360.0ø, cm=364.4ø, ce=368.8ø, pt=(55590,4277), d=164
LINEARISING DONE. c3=(55098,8530) cs=368.8ø (end=368.8)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(813406,981542), r=53524, sa=333.3ø, ea=351.2ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(47817,-24049) max=267
   c1=(47817,-24049), c2=(50355,-16118), c3=(52894,-8188), cs=333.3ø, cm=342.2ø, ce=351.2ø, pt=(50962,-16362), d=654
   c1=(47817,-24049), c2=(49389,-20205), c3=(50962,-16362), cs=333.3ø, cm=337.7ø, ce=342.2ø, pt=(49521,-20310), d=168
LINEARISING DONE. c3=(50962,-16362) cs=342.2ø (end=351.2)
LINEARISING: c1=(50962,-16362) max=267
   c1=(50962,-16362), c2=(51928,-12275), c3=(52894,-8188), cs=342.2ø, cm=346.7ø, ce=351.2ø, pt=(52088,-12313), d=164
LINEARISING DONE. c3=(52894,-8188) cs=351.2ø (end=351.2)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(816784,979840), r=49741, sa=314.3ø, ea=333.3ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(34740,-35599) max=248
   c1=(34740,-35599), c2=(39588,-28974), c3=(44437,-22350), cs=314.3ø, cm=323.8ø, ce=333.3ø, pt=(40139,-29377), d=682
   c1=(34740,-35599), c2=(37439,-32488), c3=(40139,-29377), cs=314.3ø, cm=319.0ø, ce=323.8ø, pt=(37540,-32633), d=176
LINEARISING DONE. c3=(40139,-29377) cs=323.8ø (end=333.3)
LINEARISING: c1=(40139,-29377) max=248
   c1=(40139,-29377), c2=(42288,-25863), c3=(44437,-22350), cs=323.8ø, cm=328.5ø, ce=333.3ø, pt=(42411,-25990), d=176
LINEARISING DONE. c3=(44437,-22350) cs=333.3ø (end=333.3)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(793547,1003690), r=83039, sa=303.1ø, ea=314.3ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(45348,-69563) max=415
   c1=(45348,-69563), c2=(51672,-64496), c3=(57996,-59430), cs=303.1ø, cm=308.7ø, ce=314.3ø, pt=(51920,-64806), d=396
LINEARISING DONE. c3=(57996,-59430) cs=314.3ø (end=314.3)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(807855,981763), r=56858, sa=288.3ø, ea=303.1ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(17853,-53982) max=284
   c1=(17853,-53982), c2=(24451,-50806), c3=(31050,-47631), cs=288.3ø, cm=295.7ø, ce=303.1ø, pt=(24657,-51233), d=474
   c1=(17853,-53982), c2=(21255,-52607), c3=(24657,-51233), cs=288.3ø, cm=292.0ø, ce=295.7ø, pt=(21299,-52718), d=119
LINEARISING DONE. c3=(24657,-51233) cs=295.7ø (end=303.1)
LINEARISING: c1=(24657,-51233) max=284
   c1=(24657,-51233), c2=(27853,-49432), c3=(31050,-47631), cs=295.7ø, cm=299.4ø, ce=303.1ø, pt=(27912,-49535), d=118
LINEARISING DONE. c3=(31050,-47631) cs=303.1ø (end=303.1)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(800139,1005032), r=81372, sa=276.4ø, ea=288.3ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(9070,-80865) max=406
   c1=(9070,-80865), c2=(17310,-79061), c3=(25550,-77257), cs=276.4ø, cm=282.3ø, ce=288.3ø, pt=(17335,-79504), d=443
   c1=(9070,-80865), c2=(13202,-80184), c3=(17335,-79504), cs=276.4ø, cm=279.3ø, ce=282.3ø, pt=(13150,-80302), d=128
LINEARISING DONE. c3=(17335,-79504) cs=282.3ø (end=288.3)
LINEARISING: c1=(17335,-79504) max=406
   c1=(17335,-79504), c2=(21442,-78380), c3=(25550,-77257), cs=282.3ø, cm=285.3ø, ce=288.3ø, pt=(21472,-78488), d=112
LINEARISING DONE. c3=(25550,-77257) cs=288.3ø (end=288.3)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(776877,1210838), r=288489, sa=271.8ø, ea=276.4ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(9062,-288347) max=1442
   c1=(9062,-288347), c2=(20610,-287519), c3=(32158,-286691), cs=271.8ø, cm=274.1ø, ce=276.4ø, pt=(20626,-287751), d=232
LINEARISING DONE. c3=(32158,-286691) cs=276.4ø (end=276.4)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(777294,1197675), r=275319, sa=264.5ø, ea=271.8ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-26388,-274051) max=1376
   c1=(-26388,-274051), c2=(-8870,-274617), c3=(8648,-275183), cs=264.5ø, cm=268.1ø, ce=271.8ø, pt=(-9128,-275168), d=608
LINEARISING DONE. c3=(8648,-275183) cs=271.8ø (end=271.8)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(776936,1193972), r=271599, sa=257.1ø, ea=264.5ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-60635,-264744) max=1357
   c1=(-60635,-264744), c2=(-43333,-267546), c3=(-26032,-270349), cs=257.1ø, cm=260.8ø, ce=264.5ø, pt=(-43424,-268105), d=566
LINEARISING DONE. c3=(-26032,-270349) cs=264.5ø (end=264.5)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(798688,1288848), r=368936, sa=250.9ø, ea=257.1ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-120722,-348626) max=1844
   c1=(-120722,-348626), c2=(-101543,-354125), c3=(-82365,-359624), cs=250.9ø, cm=254.0ø, ce=257.1ø, pt=(-101693,-354644), d=540
LINEARISING DONE. c3=(-82365,-359624) cs=257.1ø (end=257.1)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(983343,1821251), r=932453, sa=247.8ø, ea=250.9ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-352319,-863331) max=4662
   c1=(-352319,-863331), c2=(-328717,-872225), c3=(-305115,-881120), cs=247.8ø, cm=249.3ø, ce=250.9ø, pt=(-329599,-872258), d=882
LINEARISING DONE. c3=(-305115,-881120) cs=250.9ø (end=250.9)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(270798,78521), r=950319, sa=67.8ø, ea= 68.5ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(359069,879872) max=4751
   c1=(359069,879872), c2=(353681,882032), c3=(348293,884193), cs=67.8ø, cm=68.1ø, ce=68.5ø, pt=(354457,881740), d=829
LINEARISING DONE. c3=(348293,884193) cs=68.5ø (end=68.5)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(437594,502907), r=494332, sa=68.5ø, ea= 69.8ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(181173,459935) max=2471
   c1=(181173,459935), c2=(175932,461931), c3=(170692,463927), cs=68.5ø, cm=69.1ø, ce=69.8ø, pt=(176347,461807), d=433
LINEARISING DONE. c3=(170692,463927) cs=69.8ø (end=69.8)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(-10517,-716241), r=1793225, sa=69.8ø, ea= 70.1ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(619197,1682929) max=8966
   c1=(619197,1682929), c2=(614787,1684538), c3=(610377,1686148), cs=69.8ø, cm=69.9ø, ce=70.1ø, pt=(616259,1684007), d=1564
LINEARISING DONE. c3=(610377,1686148) cs=70.1ø (end=70.1)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(598891,969420), r=788, sa=70.1ø, ea=136.3ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(268,741) max=3
   c1=(268,741), c2=(-151,642), c3=(-570,544), cs=70.1ø, cm=103.2ø, ce=136.3ø, pt=(-180,767), d=128
   c1=(268,741), c2=(44,754), c3=(-180,767), cs=70.1ø, cm=86.6ø, ce=103.2ø, pt=(47,787), d=33
   c1=(268,741), c2=(157,764), c3=(47,787), cs=70.1ø, cm=78.3ø, ce=86.6ø, pt=(160,772), d=8
   c1=(268,741), c2=(214,756), c3=(160,772), cs=70.1ø, cm=74.2ø, ce=78.3ø, pt=(215,758), d=2
LINEARISING DONE. c3=(160,772) cs=78.3ø (end=136.3)
LINEARISING: c1=(160,772) max=3
   c1=(160,772), c2=(-205,658), c3=(-570,544), cs=78.3ø, cm=107.3ø, ce=136.3ø, pt=(-234,752), d=98
   c1=(160,772), c2=(-37,762), c3=(-234,752), cs=78.3ø, cm=92.8ø, ce=107.3ø, pt=(-38,787), d=25
   c1=(160,772), c2=(61,779), c3=(-38,787), cs=78.3ø, cm=85.5ø, ce=92.8ø, pt=(62,786), d=7
   c1=(160,772), c2=(111,779), c3=(62,786), cs=78.3ø, cm=81.9ø, ce=85.5ø, pt=(111,780), d=1
LINEARISING DONE. c3=(62,786) cs=85.5ø (end=136.3)
LINEARISING: c1=(62,786) max=3
   c1=(62,786), c2=(-254,665), c3=(-570,544), cs=85.5ø, cm=110.9ø, ce=136.3ø, pt=(-281,736), d=75
   c1=(62,786), c2=(-109,761), c3=(-281,736), cs=85.5ø, cm=98.2ø, ce=110.9ø, pt=(-112,780), d=19
   c1=(62,786), c2=(-25,783), c3=(-112,780), cs=85.5ø, cm=91.8ø, ce=98.2ø, pt=(-25,788), d=5
   c1=(62,786), c2=(18,787), c3=(-25,788), cs=85.5ø, cm=88.6ø, ce=91.8ø, pt=(19,788), d=1
LINEARISING DONE. c3=(-25,788) cs=91.8ø (end=136.3)
LINEARISING: c1=(-25,788) max=3
   c1=(-25,788), c2=(-297,666), c3=(-570,544), cs=91.8ø, cm=114.0ø, ce=136.3ø, pt=(-321,720), d=59
   c1=(-25,788), c2=(-173,754), c3=(-321,720), cs=91.8ø, cm=102.9ø, ce=114.0ø, pt=(-176,768), d=14
   c1=(-25,788), c2=(-100,778), c3=(-176,768), cs=91.8ø, cm=97.3ø, ce=102.9ø, pt=(-100,782), d=4
   c1=(-25,788), c2=(-62,785), c3=(-100,782), cs=91.8ø, cm=94.5ø, ce=97.3ø, pt=(-62,786), d=1
LINEARISING DONE. c3=(-100,782) cs=97.3ø (end=136.3)
LINEARISING: c1=(-100,782) max=3
   c1=(-100,782), c2=(-335,663), c3=(-570,544), cs=97.3ø, cm=116.8ø, ce=136.3ø, pt=(-355,703), d=44
   c1=(-100,782), c2=(-227,742), c3=(-355,703), cs=97.3ø, cm=107.0ø, ce=116.8ø, pt=(-230,754), d=12
   c1=(-100,782), c2=(-165,768), c3=(-230,754), cs=97.3ø, cm=102.1ø, ce=107.0ø, pt=(-165,770), d=2
LINEARISING DONE. c3=(-230,754) cs=107.0ø (end=136.3)
LINEARISING: c1=(-230,754) max=3
   c1=(-230,754), c2=(-400,649), c3=(-570,544), cs=107.0ø, cm=121.6ø, ce=136.3ø, pt=(-413,671), d=25
   c1=(-230,754), c2=(-321,712), c3=(-413,671), cs=107.0ø, cm=114.3ø, ce=121.6ø, pt=(-324,718), d=6
   c1=(-230,754), c2=(-277,736), c3=(-324,718), cs=107.0ø, cm=110.6ø, ce=114.3ø, pt=(-277,738), d=2
LINEARISING DONE. c3=(-324,718) cs=114.3ø (end=136.3)
LINEARISING: c1=(-324,718) max=3
   c1=(-324,718), c2=(-447,631), c3=(-570,544), cs=114.3ø, cm=125.3ø, ce=136.3ø, pt=(-455,643), d=14
   c1=(-324,718), c2=(-389,680), c3=(-455,643), cs=114.3ø, cm=119.8ø, ce=125.3ø, pt=(-392,684), d=5
   c1=(-324,718), c2=(-358,701), c3=(-392,684), cs=114.3ø, cm=117.0ø, ce=119.8ø, pt=(-358,702), d=1
LINEARISING DONE. c3=(-392,684) cs=119.8ø (end=136.3)
LINEARISING: c1=(-392,684) max=3
   c1=(-392,684), c2=(-481,614), c3=(-570,544), cs=119.8ø, cm=128.0ø, ce=136.3ø, pt=(-485,621), d=8
   c1=(-392,684), c2=(-438,652), c3=(-485,621), cs=119.8ø, cm=123.9ø, ce=128.0ø, pt=(-440,654), d=2
LINEARISING DONE. c3=(-485,621) cs=128.0ø (end=136.3)
LINEARISING: c1=(-485,621) max=3
   c1=(-485,621), c2=(-527,582), c3=(-570,544), cs=128.0ø, cm=132.1ø, ce=136.3ø, pt=(-528,585), d=3
LINEARISING DONE. c3=(-570,544) cs=136.3ø (end=136.3)
EXPORT ARC: Arc linearised to 11 points.
EXPORT ARC: Unmapped arc: o=(606123,962512), r=10789, sa=136.3ø, ea=155.4ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-7800,7454) max=53
   c1=(-7800,7454), c2=(-8805,5972), c3=(-9810,4491), cs=136.3ø, cm=145.8ø, ce=155.4ø, pt=(-8923,6064), d=149
   c1=(-7800,7454), c2=(-8361,6759), c3=(-8923,6064), cs=136.3ø, cm=141.0ø, ce=145.8ø, pt=(-8385,6790), d=39
LINEARISING DONE. c3=(-8923,6064) cs=145.8ø (end=155.4)
LINEARISING: c1=(-8923,6064) max=53
   c1=(-8923,6064), c2=(-9366,5277), c3=(-9810,4491), cs=145.8ø, cm=150.6ø, ce=155.4ø, pt=(-9400,5296), d=38
LINEARISING DONE. c3=(-9810,4491) cs=155.4ø (end=155.4)
EXPORT ARC: Arc linearised to 4 points.
WARNING (------): ARC start and end angles the same - discarded
EXPORT ARC: Unmapped arc: o=(113942522,-50918904), r=124657578, sa=155.4ø, ea=155.5ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-113343171,51892555) max=623287
   c1=(-113343171,51892555), c2=(-113388369,51793605), c3=(-113433568,51694655), cs=155.4ø, cm=155.4ø, ce=155.5ø, pt=(-113343171,51892555), d=108784
LINEARISING DONE. c3=(-113433568,51694655) cs=155.5ø (end=155.5)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(552714,855743), r=6614, sa=155.5ø, ea=180.0ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-6018,2743) max=33
   c1=(-6018,2743), c2=(-6316,1371), c3=(-6614,0), cs=155.5ø, cm=167.7ø, ce=180.0ø, pt=(-6462,1409), d=150
   c1=(-6018,2743), c2=(-6240,2076), c3=(-6462,1409), cs=155.5ø, cm=161.6ø, ce=167.7ø, pt=(-6276,2088), d=37
   c1=(-6018,2743), c2=(-6147,2415), c3=(-6276,2088), cs=155.5ø, cm=158.5ø, ce=161.6ø, pt=(-6154,2424), d=11
LINEARISING DONE. c3=(-6276,2088) cs=161.6ø (end=180.0)
LINEARISING: c1=(-6276,2088) max=33
   c1=(-6276,2088), c2=(-6445,1044), c3=(-6614,0), cs=161.6ø, cm=170.8ø, ce=180.0ø, pt=(-6529,1057), d=85
   c1=(-6276,2088), c2=(-6402,1572), c3=(-6529,1057), cs=161.6ø, cm=166.2ø, ce=170.8ø, pt=(-6423,1578), d=21
LINEARISING DONE. c3=(-6529,1057) cs=170.8ø (end=180.0)
LINEARISING: c1=(-6529,1057) max=33
   c1=(-6529,1057), c2=(-6571,528), c3=(-6614,0), cs=170.8ø, cm=175.4ø, ce=180.0ø, pt=(-6593,530), d=22
LINEARISING DONE. c3=(-6614,0) cs=180.0ø (end=180.0)
EXPORT ARC: Arc linearised to 5 points.
EXPORT ARC: Unmapped arc: o=(550138,855743), r=4038, sa=180.0ø, ea=244.0ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-4038,0) max=20
   c1=(-4038,0), c2=(-2904,-1814), c3=(-1770,-3629), cs=180.0ø, cm=212.0ø, ce=244.0ø, pt=(-3424,-2140), d=613
   c1=(-4038,0), c2=(-3731,-1070), c3=(-3424,-2140), cs=180.0ø, cm=196.0ø, ce=212.0ø, pt=(-3882,-1113), d=157
   c1=(-4038,0), c2=(-3960,-556), c3=(-3882,-1113), cs=180.0ø, cm=188.0ø, ce=196.0ø, pt=(-3999,-562), d=39
   c1=(-4038,0), c2=(-4018,-281), c3=(-3999,-562), cs=180.0ø, cm=184.0ø, ce=188.0ø, pt=(-4028,-282), d=10
LINEARISING DONE. c3=(-3999,-562) cs=188.0ø (end=244.0)
LINEARISING: c1=(-3999,-562) max=20
   c1=(-3999,-562), c2=(-2884,-2095), c3=(-1770,-3629), cs=188.0ø, cm=216.0ø, ce=244.0ø, pt=(-3267,-2373), d=473
   c1=(-3999,-562), c2=(-3633,-1467), c3=(-3267,-2373), cs=188.0ø, cm=202.0ø, ce=216.0ø, pt=(-3744,-1513), d=120
   c1=(-3999,-562), c2=(-3871,-1037), c3=(-3744,-1513), cs=188.0ø, cm=195.0ø, ce=202.0ø, pt=(-3900,-1045), d=30
   c1=(-3999,-562), c2=(-3949,-803), c3=(-3900,-1045), cs=188.0ø, cm=191.5ø, ce=195.0ø, pt=(-3957,-805), d=8
LINEARISING DONE. c3=(-3900,-1045) cs=195.0ø (end=244.0)
LINEARISING: c1=(-3900,-1045) max=20
   c1=(-3900,-1045), c2=(-2835,-2337), c3=(-1770,-3629), cs=195.0ø, cm=219.5ø, ce=244.0ø, pt=(-3116,-2568), d=363
   c1=(-3900,-1045), c2=(-3508,-1806), c3=(-3116,-2568), cs=195.0ø, cm=207.2ø, ce=219.5ø, pt=(-3591,-1846), d=92
   c1=(-3900,-1045), c2=(-3745,-1445), c3=(-3591,-1846), cs=195.0ø, cm=201.1ø, ce=207.2ø, pt=(-3767,-1454), d=23
   c1=(-3900,-1045), c2=(-3833,-1249), c3=(-3767,-1454), cs=195.0ø, cm=198.0ø, ce=201.1ø, pt=(-3840,-1248), d=7
LINEARISING DONE. c3=(-3767,-1454) cs=201.1ø (end=244.0)
LINEARISING: c1=(-3767,-1454) max=20
   c1=(-3767,-1454), c2=(-2768,-2541), c3=(-1770,-3629), cs=201.1ø, cm=222.5ø, ce=244.0ø, pt=(-2977,-2728), d=280
   c1=(-3767,-1454), c2=(-3372,-2091), c3=(-2977,-2728), cs=201.1ø, cm=211.8ø, ce=222.5ø, pt=(-3432,-2128), d=70
   c1=(-3767,-1454), c2=(-3599,-1791), c3=(-3432,-2128), cs=201.1ø, cm=206.4ø, ce=211.8ø, pt=(-3617,-1795), d=18
LINEARISING DONE. c3=(-3432,-2128) cs=211.8ø (end=244.0)
LINEARISING: c1=(-3432,-2128) max=20
   c1=(-3432,-2128), c2=(-2601,-2878), c3=(-1770,-3629), cs=211.8ø, cm=227.9ø, ce=244.0ø, pt=(-2707,-2996), d=158
   c1=(-3432,-2128), c2=(-3069,-2562), c3=(-2707,-2996), cs=211.8ø, cm=219.8ø, ce=227.9ø, pt=(-3102,-2585), d=40
   c1=(-3432,-2128), c2=(-3267,-2356), c3=(-3102,-2585), cs=211.8ø, cm=215.8ø, ce=219.8ø, pt=(-3275,-2362), d=10
LINEARISING DONE. c3=(-3102,-2585) cs=219.8ø (end=244.0)
LINEARISING: c1=(-3102,-2585) max=20
   c1=(-3102,-2585), c2=(-2436,-3107), c3=(-1770,-3629), cs=219.8ø, cm=231.9ø, ce=244.0ø, pt=(-2492,-3178), d=90
   c1=(-3102,-2585), c2=(-2797,-2881), c3=(-2492,-3178), cs=219.8ø, cm=225.8ø, ce=231.9ø, pt=(-2815,-2895), d=22
   c1=(-3102,-2585), c2=(-2958,-2740), c3=(-2815,-2895), cs=219.8ø, cm=222.8ø, ce=225.8ø, pt=(-2963,-2744), d=6
LINEARISING DONE. c3=(-2815,-2895) cs=225.8ø (end=244.0)
LINEARISING: c1=(-2815,-2895) max=20
   c1=(-2815,-2895), c2=(-2292,-3262), c3=(-1770,-3629), cs=225.8ø, cm=234.9ø, ce=244.0ø, pt=(-2322,-3304), d=51
   c1=(-2815,-2895), c2=(-2568,-3099), c3=(-2322,-3304), cs=225.8ø, cm=230.3ø, ce=234.9ø, pt=(-2579,-3107), d=13
LINEARISING DONE. c3=(-2322,-3304) cs=234.9ø (end=244.0)
LINEARISING: c1=(-2322,-3304) max=20
   c1=(-2322,-3304), c2=(-2046,-3466), c3=(-1770,-3629), cs=234.9ø, cm=239.4ø, ce=244.0ø, pt=(-2056,-3476), d=14
LINEARISING DONE. c3=(-1770,-3629) cs=244.0ø (end=244.0)
EXPORT ARC: Arc linearised to 10 points.
EXPORT ARC: Unmapped arc: o=(3484257,6876795), r=6701957, sa=244.0ø, ea=244.4ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-2937945,-6023679) max=33509
   c1=(-2937945,-6023679), c2=(-2916882,-6033861), c3=(-2895820,-6044043), cs=244.0ø, cm=244.2ø, ce=244.4ø, pt=(-2916900,-6033898), d=41
LINEARISING DONE. c3=(-2895820,-6044043) cs=244.4ø (end=244.4)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(1224451,2163602), r=1475015, sa=244.4ø, ea=245.9ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-637333,-1330217) max=7375
   c1=(-637333,-1330217), c2=(-619813,-1338330), c3=(-602294,-1346444), cs=244.4ø, cm=245.1ø, ce=245.9ø, pt=(-621034,-1337904), d=1293
LINEARISING DONE. c3=(-602294,-1346444) cs=245.9ø (end=245.9)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(722538,1040780), r=245119, sa=245.9ø, ea=251.7ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
